1,0.654922881,-0.46701834
2,0.623680869,-0.529507139
3,0.529954832,-0.591995939
4,0.373744771,-0.716973538
5,0.373744771,-0.716973538
6,0.186292698,-0.748217937
7,0.092566662,-0.748217937
8,-0.001159374,-0.779462337
9,-0.25109547,-0.748217937
10,-0.344821505,-0.748217937
11,-0.376063517,-0.716973538
12,-0.501031564,-0.685729138
13,-0.5947576,-0.685729138
14,-0.657241623,-0.623240338
15,-0.78220967,-0.498262739
16,-0.875935705,-0.43577394
17,-0.813451682,-0.40452954
18,-0.875935705,-0.310796341
19,-1.000903751,-0.185818743
20,-0.907177717,-0.154574343
21,-0.96966174,-0.029596745
22,-0.96966174,0.032892055
23,-0.938419728,0.126625253
24,-0.875935705,0.189114052
25,-0.813451682,0.31409165
26,-0.750967658,0.376580449
27,-0.719725647,0.470313648
28,-0.563515588,0.501558047
29,-0.532273576,0.564046846
30,-0.438547541,0.657780044
31,-0.376063517,0.657780044
32,-0.25109547,0.657780044
33,-0.063643398,0.689024444
34,-0.001159374,0.720268843
35,0.092566662,0.689024444
36,0.155050686,0.751513242
37,0.21753471,0.720268843
38,0.373744771,0.689024444
39,0.467470808,0.595291245
40,0.561196844,0.689024444
41,0.592438857,0.532802447
42,0.686164893,0.470313648
43,0.748648918,0.470313648
44,0.77989093,0.376580449
45,0.811132943,0.31409165
46,0.936100992,0.220358452
47,0.873616968,0.126625253
48,0.90485898,0.064136454
49,0.873616968,-0.029596745
50,0.77989093,-0.060841144
51,0.811132943,-0.123329943
52,0.77989093,-0.248307542
53,0.811132943,-0.342040741
54,0.686164893,-0.373285141
55,0.592438857,-0.46701834
56,0.561196844,-0.498262739
57,0.436228795,-0.560751539
58,0.373744771,-0.591995939
59,0.248776722,-0.623240338
60,0.155050686,-0.591995939
61,0.06132465,-0.654484738
62,-0.032401386,-0.654484738
63,-0.188611446,-0.623240338
64,-0.282337482,-0.654484738
65,-0.407305529,-0.591995939
66,-0.438547541,-0.560751539
67,-0.501031564,-0.560751539
68,-0.5947576,-0.46701834
69,-0.625999612,-0.43577394
70,-0.719725647,-0.373285141
71,-0.719725647,-0.248307542
72,-0.78220967,-0.217063142
73,-0.844693693,-0.185818743
74,-0.813451682,-0.060841144
75,-0.813451682,0.001647655
76,-0.750967658,0.064136454
77,-0.750967658,0.126625253
78,-0.750967658,0.189114052
79,-0.657241623,0.282847251
80,-0.657241623,0.31409165
81,-0.563515588,0.34533605
82,-0.501031564,0.407824849
83,-0.407305529,0.439069248
84,-0.407305529,0.470313648
85,-0.313579493,0.532802447
86,-0.219853458,0.564046846
87,-0.126127422,0.564046846
88,-0.001159374,0.564046846
89,0.06132465,0.595291245
90,0.123808674,0.564046846
91,0.21753471,0.470313648
92,0.311260747,0.564046846
93,0.373744771,0.501558047
94,0.436228795,0.501558047
95,0.529954832,0.407824849
96,0.592438857,0.439069248
97,0.623680869,0.31409165
98,0.686164893,0.251602851
99,0.77989093,0.189114052
100,0.717406906,0.189114052
101,0.748648918,0.032892055
102,0.748648918,0.001647655
103,0.748648918,-0.092085544
104,0.748648918,-0.123329943
105,0.717406906,-0.185818743
106,0.654922881,-0.185818743
107,0.623680869,-0.310796341
108,0.561196844,-0.40452954
109,0.561196844,-0.46701834
110,0.49871282,-0.46701834
111,0.373744771,-0.560751539
112,0.311260747,-0.591995939
113,0.21753471,-0.529507139
114,0.123808674,-0.623240338
115,0.06132465,-0.591995939
116,-0.063643398,-0.623240338
117,-0.126127422,-0.591995939
118,-0.25109547,-0.591995939
119,-0.344821505,-0.560751539
120,-0.376063517,-0.498262739
121,-0.469789553,-0.560751539
122,-0.5947576,-0.46701834
123,-0.657241623,-0.40452954
124,-0.750967658,-0.310796341
125,-0.750967658,-0.248307542
126,-0.813451682,-0.185818743
127,-0.844693693,-0.092085544
128,-0.844693693,-0.029596745
