1,0.157613506,-0.675538092
2,0.063887471,-0.706782492
3,0.001403447,-0.675538092
4,-0.1235646,-0.769271291
5,-0.217290636,-0.675538092
6,-0.404742706,-0.613049293
7,-0.498468741,-0.613049293
8,-0.529710752,-0.550560493
9,-0.592194775,-0.456827294
10,-0.68592081,-0.456827294
11,-0.748404833,-0.394338495
12,-0.779646845,-0.363094095
13,-0.842130867,-0.300605296
14,-0.967098913,-0.175627698
15,-0.90461489,-0.081894499
16,-0.90461489,-0.0194057
17,-0.90461489,0.074327498
18,-0.873372879,0.168060697
19,-0.90461489,0.230549496
20,-0.810888856,0.293038295
21,-0.68592081,0.293038295
22,-0.654678798,0.480504691
23,-0.68592081,0.449260292
24,-0.498468741,0.574237889
25,-0.467226729,0.574237889
26,-0.404742706,0.667971087
27,-0.311016671,0.699215487
28,-0.186048624,0.730459886
29,-0.061080577,0.792948685
30,0.001403447,0.730459886
31,0.157613506,0.699215487
32,0.345065578,0.699215487
33,0.313823566,0.667971087
34,0.407549602,0.667971087
35,0.657485698,0.667971087
36,0.595001674,0.605482289
37,0.657485698,0.511749091
38,0.719969723,0.449260292
39,0.844937771,0.355527094
40,0.876179784,0.355527094
41,0.907421796,0.230549496
42,0.938663808,0.168060697
43,0.907421796,0.074327498
44,0.876179784,0.011838699
45,0.907421796,-0.113138899
46,0.938663808,-0.175627698
47,0.782453747,-0.269360897
48,0.782453747,-0.300605296
49,0.719969723,-0.425582895
50,0.657485698,-0.488071694
51,0.595001674,-0.488071694
52,0.501275638,-0.488071694
53,0.345065578,-0.581804893
54,0.282581554,-0.581804893
55,0.22009753,-0.613049293
56,0.095129483,-0.613049293
57,-0.029838565,-0.581804893
58,-0.1235646,-0.613049293
59,-0.186048624,-0.644293692
60,-0.342258682,-0.613049293
61,-0.404742706,-0.488071694
62,-0.529710752,-0.550560493
63,-0.560952764,-0.519316094
64,-0.592194775,-0.488071694
65,-0.68592081,-0.394338495
66,-0.717162822,-0.300605296
67,-0.810888856,-0.175627698
68,-0.748404833,-0.206872097
69,-0.90461489,-0.144383298
70,-0.873372879,-0.0194057
71,-0.842130867,0.043083099
72,-0.779646845,0.136816297
73,-0.842130867,0.199305096
74,-0.779646845,0.261793895
75,-0.68592081,0.355527094
76,-0.654678798,0.386771493
77,-0.560952764,0.480504691
78,-0.498468741,0.449260292
79,-0.435984717,0.511749091
80,-0.342258682,0.574237889
81,-0.279774659,0.54299349
82,-0.248532647,0.605482289
83,-0.1235646,0.574237889
84,0.032645459,0.636726688
85,0.126371494,0.605482289
86,0.157613506,0.574237889
87,0.282581554,0.54299349
88,0.37630759,0.54299349
89,0.438791614,0.511749091
90,0.438791614,0.480504691
91,0.53251765,0.386771493
92,0.595001674,0.386771493
93,0.657485698,0.261793895
94,0.719969723,0.199305096
95,0.719969723,0.105571898
96,0.751211735,0.105571898
97,0.751211735,0.011838699
98,0.719969723,-0.081894499
99,0.688727711,-0.113138899
100,0.751211735,-0.175627698
101,0.657485698,-0.269360897
102,0.657485698,-0.331849696
103,0.595001674,-0.394338495
104,0.53251765,-0.456827294
105,0.438791614,-0.488071694
106,0.407549602,-0.488071694
107,0.282581554,-0.550560493
108,0.188855518,-0.550560493
109,0.095129483,-0.613049293
110,0.001403447,-0.613049293
111,-0.061080577,-0.581804893
112,-0.186048624,-0.550560493
113,-0.248532647,-0.613049293
114,-0.311016671,-0.550560493
115,-0.435984717,-0.519316094
116,-0.529710752,-0.425582895
117,-0.560952764,-0.331849696
118,-0.592194775,-0.394338495
119,-0.717162822,-0.300605296
120,-0.68592081,-0.269360897
121,-0.717162822,-0.238116497
122,-0.810888856,-0.081894499
123,-0.779646845,-0.113138899
124,-0.810888856,0.011838699
125,-0.842130867,0.136816297
126,-0.810888856,0.199305096
127,-0.748404833,0.293038295
128,-0.717162822,0.324282694
